166.52022028	8989.45117188
196.873497486	15301.9052734
214.757010937	9338.484375
273.827685833	80102.71875
291.933096409	18287.5
292.633075237	18653.6816406
366.005532742	39185.3867188
366.909825802	21127.4023438
412.914827824	76540.890625
413.969242573	5587.42578125
430.904570103	231485.421875
431.883360386	56087.3867188
432.902628422	2593.69360352
452.128780842	2270.99438477
453.877191067	13244.9433594
455.085430622	2901.79760742
559.211038113	12529.0244141
563.14175272	17659.8476562
607.266432285	28776.4511719
628.132915974	16311.4326172
638.108717442	5508.77929688
657.128613949	122083.710938
658.062534809	54126.9804688
659.217895031	8846.69042969
689.016760349	19752.0722656
708.749508381	24300.3261719
709.092411518	7872.38085938
709.500028133	4747.0
736.134207249	28978.4746094
749.016427517	71315.265625
751.37939024	14905.1914062
758.89593935	28945.0742188
759.088820934	19609.4160156
768.858442783	7496.57568359
769.257352352	16739.2089844
770.077739239	8994.30957031
770.343701839	5259.05957031
771.2581954	17088.2871094
786.761610508	14659.7470703
796.641322613	21791.8632812
810.630113125	13909.4267578
833.3853755	2948.51977539
854.227648258	66446.2421875
854.75315237	90791.28125
855.683141232	23778.8867188
867.266639233	17593.8789062
899.584583759	3792.03637695
913.846422672	20211.7851562
915.378181934	2499.921875
947.266466618	20639.5
948.133655071	4383.81494141
952.891417027	19598.6992188
953.505964756	7966.48681641
955.825166225	10583.0166016
956.245689869	12732.8369141
956.876670361	21509.5839844
995.380215168	5103.91796875
996.245319843	12275.2207031
1022.12559175	11574.2285156
1036.78724527	94872.9140625
1037.26500368	106803.59375
1037.84264708	83878.828125
1038.28703833	40788.5507812
1051.49286318	13004.2138672
1053.00717497	3899.203125
1124.27341032	17944.0332031
1206.89149141	19480.2871094
1254.5239234	32931.6484375
1255.6256299	9805.13183594
1367.51619577	26656.7792969
1416.53452063	23685.9980469
1416.73202848	26580.0917969
1417.52691412	26948.9335938
1417.69937658	21384.7050781
1418.51410341	9439.43164062
1419.38276625	2663.96435547
1529.50467539	4005.09106445
1529.75398684	5770.80078125
1707.56361246	37816.3789062
1707.84920835	24258.3613281
1708.52988005	25062.1171875
1709.77113771	9558.10351562
1897.72570276	2172.98364258
